antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'WINE', 'REF'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})",frozenset({'BEER'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'STR_SUPPLIES'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'BEER'}),"frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'LIQUOR'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'LIQUOR'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'DUNNAGE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'KEGS', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'DUNNAGE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'LIQUOR'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'NON-ALCOHOL'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'LIQUOR', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'DUNNAGE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'REF'})",frozenset({'LIQUOR'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'LIQUOR'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'DUNNAGE', 'LIQUOR'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'LIQUOR'}),"frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'LIQUOR'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'LIQUOR', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'DUNNAGE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'LIQUOR'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'DUNNAGE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'WINE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'WINE', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'REF'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'NON-ALCOHOL', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'NON-ALCOHOL', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'NON-ALCOHOL'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'WINE', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'REF'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'WINE', 'DUNNAGE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'WINE', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'LIQUOR'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'NON-ALCOHOL'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'LIQUOR', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'REF'})",frozenset({'LIQUOR'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'LIQUOR'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'LIQUOR'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'LIQUOR'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'STR_SUPPLIES'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'LIQUOR', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'LIQUOR'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'REF'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'NON-ALCOHOL', 'STR_SUPPLIES'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'NON-ALCOHOL', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'NON-ALCOHOL'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'REF'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
